"","faminc","cigtax","cigprice","bwght","fatheduc","motheduc","parity","male","white","cigs","lbwght","bwghtlbs","packs","lfaminc"
"533",32.5,13,120.199996948242,144,13,18,3,1,1,0,4.96981287002563,9,0,3.48124003410339
"534",47.5,13,120.199996948242,128,18,18,3,0,1,0,4.85202980041504,8,0,3.86072993278503
"535",13.5,13,120.199996948242,104,12,10,1,0,1,0,4.64439105987549,6.5,0,2.60268998146057
"536",32.5,13,120.199996948242,118,13,16,1,0,1,0,4.77068519592285,7.375,0,3.48124003410339
"537",65,13,120.199996948242,93,14,18,2,1,1,0,4.53259897232056,5.8125,0,4.17438697814941
"538",42.5,13,120.199996948242,138,12,13,1,0,1,6,4.92725419998169,8.625,0.300000011920929,3.74950408935547
"539",32.5,13,120.199996948242,135,13,13,2,1,1,0,4.90527486801147,8.4375,0,3.48124003410339
"540",42.5,13,120.199996948242,128,14,16,1,1,0,0,4.85202980041504,8,0,3.74950408935547
"541",37.5,13,120.199996948242,118,16,18,1,0,1,0,4.77068519592285,7.375,0,3.62434101104736
"542",9.5,13,120.199996948242,114,12,12,1,0,0,0,4.73619794845581,7.125,0,2.25129199028015
"543",37.5,13,120.199996948242,120,16,14,2,0,1,0,4.78749179840088,7.5,0,3.62434101104736
"544",65,13,120.199996948242,113,18,18,1,0,1,0,4.72738790512085,7.0625,0,4.17438697814941
"545",42.5,13,120.199996948242,110,12,12,1,0,1,0,4.70047998428345,6.875,0,3.74950408935547
"546",37.5,13,120.199996948242,106,12,15,1,1,1,0,4.66343879699707,6.625,0,3.62434101104736
"547",9.5,26,148.600006103516,125,NA,12,1,1,1,20,4.82831382751465,7.8125,1,2.25129199028015
"548",19.5,26,148.600006103516,107,14,14,1,1,1,0,4.67282915115356,6.6875,0,2.97041392326355
"549",19.5,26,148.600006103516,130,12,12,1,0,1,0,4.86753511428833,8.125,0,2.97041392326355
"550",47.5,26,148.600006103516,116,18,17,1,1,1,0,4.75359010696411,7.25,0,3.86072993278503
"551",42.5,26,148.600006103516,102,12,12,4,0,1,5,4.62497282028198,6.375,0.25,3.74950408935547
"552",27.5,26,148.600006103516,112,12,11,1,1,1,0,4.71849918365479,7,0,3.31418609619141
"553",65,26,148.600006103516,124,12,12,2,0,1,20,4.82028198242188,7.75,1,4.17438697814941
"554",32.5,26,148.600006103516,118,14,12,2,0,1,0,4.77068519592285,7.375,0,3.48124003410339
"555",47.5,26,148.600006103516,125,16,14,2,1,1,0,4.82831382751465,7.8125,0,3.86072993278503
"556",65,26,148.600006103516,103,14,18,1,0,1,0,4.63472890853882,6.4375,0,4.17438697814941
"557",6.5,26,148.600006103516,115,NA,12,2,1,1,0,4.74493217468262,7.1875,0,1.87180197238922
"558",42.5,26,148.600006103516,136,13,14,2,0,1,0,4.91265487670898,8.5,0,3.74950408935547
"559",19.5,26,148.600006103516,120,10,11,1,1,1,10,4.78749179840088,7.5,0.5,2.97041392326355
"560",65,26,148.600006103516,139,12,12,1,1,1,2,4.93447399139404,8.6875,0.100000001490116,4.17438697814941
"561",27.5,26,148.600006103516,137,12,14,2,0,1,0,4.91998100280762,8.5625,0,3.31418609619141
"562",37.5,26,148.600006103516,120,15,16,1,0,1,5,4.78749179840088,7.5,0.25,3.62434101104736
"563",27.5,26,148.600006103516,113,15,15,1,1,1,0,4.72738790512085,7.0625,0,3.31418609619141
"564",22.5,26,148.600006103516,102,12,12,1,1,1,0,4.62497282028198,6.375,0,3.11351490020752
"565",27.5,26,148.600006103516,132,12,12,3,0,1,0,4.88280200958252,8.25,0,3.31418609619141
"566",37.5,26,148.600006103516,141,12,12,1,1,1,1,4.94876003265381,8.8125,0.0500000007450581,3.62434101104736
"567",22.5,26,148.600006103516,119,16,12,2,0,1,0,4.77912282943726,7.4375,0,3.11351490020752
"568",27.5,26,148.600006103516,103,13,12,2,0,1,20,4.63472890853882,6.4375,1,3.31418609619141
"569",32.5,26,148.600006103516,117,12,13,1,1,1,0,4.76217412948608,7.3125,0,3.48124003410339
"570",32.5,26,148.600006103516,113,12,12,1,1,1,0,4.72738790512085,7.0625,0,3.48124003410339
"571",37.5,26,148.600006103516,136,12,12,1,0,1,0,4.91265487670898,8.5,0,3.62434101104736
"572",37.5,26,148.600006103516,128,12,12,1,0,1,0,4.85202980041504,8,0,3.62434101104736
"573",19.5,26,148.600006103516,110,16,15,1,1,1,0,4.70047998428345,6.875,0,2.97041392326355
"574",65,26,148.600006103516,110,18,18,1,1,1,0,4.70047998428345,6.875,0,4.17438697814941
"575",65,26,148.600006103516,123,14,13,1,1,1,0,4.81218385696411,7.6875,0,4.17438697814941
"576",32.5,26,148.600006103516,150,12,12,1,1,1,0,5.0106348991394,9.375,0,3.48124003410339
"577",42.5,26,148.600006103516,117,18,18,2,0,1,0,4.76217412948608,7.3125,0,3.74950408935547
"578",22.5,26,148.600006103516,142,14,13,2,1,1,0,4.95582723617554,8.875,0,3.11351490020752
"579",22.5,26,148.600006103516,111,12,12,1,1,0,0,4.70952987670898,6.9375,0,3.11351490020752
"580",16.5,26,148.600006103516,101,12,12,2,1,1,10,4.61511993408203,6.3125,0.5,2.80335998535156
"581",22.5,26,148.600006103516,124,12,12,1,0,1,0,4.82028198242188,7.75,0,3.11351490020752
"582",22.5,26,148.600006103516,120,18,18,1,1,0,0,4.78749179840088,7.5,0,3.11351490020752
"583",65,26,148.600006103516,123,12,12,3,1,1,0,4.81218385696411,7.6875,0,4.17438697814941
"584",13.5,26,148.600006103516,94,12,12,1,1,1,10,4.54329490661621,5.875,0.5,2.60268998146057
"585",32.5,26,148.600006103516,110,10,12,1,0,1,0,4.70047998428345,6.875,0,3.48124003410339
"586",37.5,26,148.600006103516,87,18,18,1,0,1,0,4.46590805053711,5.4375,0,3.62434101104736
"587",37.5,26,148.600006103516,109,15,16,1,1,1,0,4.6913480758667,6.8125,0,3.62434101104736
"588",27.5,26,148.600006103516,112,NA,12,1,0,0,0,4.71849918365479,7,0,3.31418609619141
"589",6.5,26,148.600006103516,108,NA,12,3,0,0,20,4.68213081359863,6.75,1,1.87180197238922
"590",19.5,25,133,139,11,10,4,0,1,0,4.93447399139404,8.6875,0,2.97041392326355
"591",32.5,25,133,104,16,16,1,0,1,0,4.64439105987549,6.5,0,3.48124003410339
"592",22.5,25,133,121,NA,13,1,0,1,0,4.7957911491394,7.5625,0,3.11351490020752
"593",65,25,133,110,15,17,1,0,1,0,4.70047998428345,6.875,0,4.17438697814941
"594",27.5,25,133,155,12,10,5,0,1,0,5.0434250831604,9.6875,0,3.31418609619141
"595",18.5,25,133,147,16,17,2,0,1,0,4.99043321609497,9.1875,0,2.91777110099792
"596",47.5,25,133,117,11,12,1,1,1,0,4.76217412948608,7.3125,0,3.86072993278503
"597",1.5,25,133,113,NA,12,1,1,0,0,4.72738790512085,7.0625,0,0.405465096235275
"598",42.5,25,133,136,13,12,2,0,1,0,4.91265487670898,8.5,0,3.74950408935547
"599",1.5,25,133,105,NA,12,1,0,0,0,4.65396022796631,6.5625,0,0.405465096235275
"600",65,25,133,129,16,16,1,1,1,0,4.85981178283691,8.0625,0,4.17438697814941
"601",22.5,25,133,114,16,15,1,1,1,0,4.73619794845581,7.125,0,3.11351490020752
"602",42.5,25,133,109,12,14,2,1,1,0,4.6913480758667,6.8125,0,3.74950408935547
"603",0.5,25,133,108,NA,12,3,1,0,0,4.68213081359863,6.75,0,-0.6931471824646
"604",47.5,25,133,142,16,16,1,0,1,0,4.95582723617554,8.875,0,3.86072993278503
"605",65,25,133,99,12,12,1,1,1,0,4.59511995315552,6.1875,0,4.17438697814941
"606",11.5,25,133,79,NA,12,1,1,1,20,4.36944818496704,4.9375,1,2.44234704971313
"607",5.5,25,133,102,12,11,1,0,1,20,4.62497282028198,6.375,1,1.70474803447723
"608",65,25,133,74,12,12,2,0,1,0,4.30406522750854,4.625,0,4.17438697814941
"609",2.5,25,133,109,NA,12,1,1,0,3,4.6913480758667,6.8125,0.150000005960464,0.916290819644928
"610",65,25,133,142,18,16,3,0,1,0,4.95582723617554,8.875,0,4.17438697814941
"611",32.5,25,133,98,10,11,2,0,1,10,4.58496809005737,6.125,0.5,3.48124003410339
"612",2.5,25,133,128,12,12,2,1,0,0,4.85202980041504,8,0,0.916290819644928
"613",47.5,25,133,107,17,12,1,1,1,0,4.67282915115356,6.6875,0,3.86072993278503
"614",5.5,25,133,97,NA,11,1,1,0,0,4.57471084594727,6.0625,0,1.70474803447723
"615",65,25,133,125,18,16,3,1,1,0,4.82831382751465,7.8125,0,4.17438697814941
"616",11.5,25,133,75,NA,13,2,1,0,20,4.31748819351196,4.6875,1,2.44234704971313
"617",22.5,25,133,136,14,8,1,1,1,40,4.91265487670898,8.5,2,3.11351490020752
"618",65,25,133,106,17,16,1,0,1,0,4.66343879699707,6.625,0,4.17438697814941
"619",13.5,25,133,104,12,12,1,0,1,0,4.64439105987549,6.5,0,2.60268998146057
"620",27.5,25,133,72,13,12,1,1,1,0,4.27666616439819,4.5,0,3.31418609619141
"621",65,25,133,112,18,12,2,0,1,0,4.71849918365479,7,0,4.17438697814941
"622",32.5,25,133,120,9,12,3,0,1,20,4.78749179840088,7.5,1,3.48124003410339
"623",65,25,133,103,12,12,1,1,1,0,4.63472890853882,6.4375,0,4.17438697814941
"624",8.5,25,133,122,11,12,4,1,0,0,4.80402088165283,7.625,0,2.14006590843201
"625",27.5,25,133,136,16,16,1,0,1,0,4.91265487670898,8.5,0,3.31418609619141
"626",65,25,133,123,14,10,3,1,1,0,4.81218385696411,7.6875,0,4.17438697814941
"627",32.5,25,133,138,11,11,2,0,1,0,4.92725419998169,8.625,0,3.48124003410339
"628",5.5,25,133,50,11,12,1,1,1,8,3.91202306747437,3.125,0.400000005960464,1.70474803447723
"629",22.5,25,133,75,11,12,3,1,1,20,4.31748819351196,4.6875,1,3.11351490020752
"630",5.5,25,133,93,NA,11,2,0,1,0,4.53259897232056,5.8125,0,1.70474803447723
"631",27.5,25,133,119,12,10,2,0,1,0,4.77912282943726,7.4375,0,3.31418609619141
"632",7.5,25,133,117,NA,15,1,0,0,0,4.76217412948608,7.3125,0,2.01490306854248
"633",4.5,25,133,102,7,9,3,1,1,10,4.62497282028198,6.375,0.5,1.50407695770264
"634",42.5,25,133,112,16,15,3,1,1,0,4.71849918365479,7,0,3.74950408935547
"635",32.5,25,133,106,12,13,2,0,1,0,4.66343879699707,6.625,0,3.48124003410339
"636",22.5,25,133,108,11,12,2,1,1,0,4.68213081359863,6.75,0,3.11351490020752
"637",27.5,25,133,112,12,12,1,0,1,0,4.71849918365479,7,0,3.31418609619141
"638",47.5,25,133,145,12,17,1,1,1,0,4.97673416137695,9.0625,0,3.86072993278503
"639",32.5,25,133,134,14,13,1,1,0,0,4.89784002304077,8.375,0,3.48124003410339
"640",3.5,25,133,117,NA,12,2,0,0,0,4.76217412948608,7.3125,0,1.25276303291321
"641",32.5,25,133,114,15,14,2,0,1,7,4.73619794845581,7.125,0.349999994039536,3.48124003410339
"642",9.5,25,133,52,13,12,1,1,1,0,3.95124411582947,3.25,0,2.25129199028015
"643",47.5,25,133,125,16,16,1,0,1,0,4.82831382751465,7.8125,0,3.86072993278503
"644",42.5,25,133,127,17,14,1,0,1,0,4.84418678283691,7.9375,0,3.74950408935547
"645",9.5,25,133,132,14,15,1,1,1,0,4.88280200958252,8.25,0,2.25129199028015
"646",18.5,25,133,100,14,14,1,0,0,0,4.60516977310181,6.25,0,2.91777110099792
"647",37.5,25,133,80,12,12,2,0,1,0,4.38202714920044,5,0,3.62434101104736
"648",27.5,25,133,124,14,13,2,0,1,0,4.82028198242188,7.75,0,3.31418609619141
"649",37.5,25,133,123,16,15,2,1,1,0,4.81218385696411,7.6875,0,3.62434101104736
"650",18.5,38,152.5,121,18,16,3,0,1,0,4.7957911491394,7.5625,0,2.91777110099792
"651",65,38,152.5,136,12,12,3,1,1,0,4.91265487670898,8.5,0,4.17438697814941
"652",32.5,38,152.5,152,18,17,3,0,1,0,5.02388000488281,9.5,0,3.48124003410339
"653",27.5,38,152.5,132,16,16,1,0,1,0,4.88280200958252,8.25,0,3.31418609619141
"654",65,38,152.5,143,16,16,2,0,1,0,4.96284484863281,8.9375,0,4.17438697814941
"655",22.5,38,152.5,114,12,12,1,1,1,8,4.73619794845581,7.125,0.400000005960464,3.11351490020752
"656",65,38,152.5,88,16,16,1,0,1,0,4.47733688354492,5.5,0,4.17438697814941
"657",37.5,38,152.5,81,12,12,2,1,0,0,4.39444923400879,5.0625,0,3.62434101104736
"658",22.5,38,152.5,115,15,13,2,0,1,0,4.74493217468262,7.1875,0,3.11351490020752
"659",47.5,38,152.5,150,18,12,2,1,1,0,5.0106348991394,9.375,0,3.86072993278503
"660",42.5,38,152.5,141,16,13,2,1,1,0,4.94876003265381,8.8125,0,3.74950408935547
"661",12.5,38,152.5,125,12,15,1,1,1,0,4.82831382751465,7.8125,0,2.52572894096375
"662",18.5,38,152.5,135,12,12,2,0,1,0,4.90527486801147,8.4375,0,2.91777110099792
"663",6.5,38,152.5,120,NA,11,2,0,1,20,4.78749179840088,7.5,1,1.87180197238922
"664",42.5,38,152.5,83,14,14,2,0,1,0,4.41883993148804,5.1875,0,3.74950408935547
"665",27.5,38,152.5,143,12,12,3,0,1,0,4.96284484863281,8.9375,0,3.31418609619141
"666",65,38,152.5,153,12,16,1,1,1,0,5.03043794631958,9.5625,0,4.17438697814941
"667",65,38,152.5,150,16,14,3,1,1,0,5.0106348991394,9.375,0,4.17438697814941
"668",27.5,38,152.5,152,14,14,3,0,1,0,5.02388000488281,9.5,0,3.31418609619141
"669",27.5,38,152.5,148,12,12,1,0,1,10,4.99721193313599,9.25,0.5,3.31418609619141
"670",42.5,38,152.5,123,13,18,2,0,1,0,4.81218385696411,7.6875,0,3.74950408935547
"671",27.5,38,152.5,117,12,12,1,1,1,0,4.76217412948608,7.3125,0,3.31418609619141
"672",65,38,152.5,128,16,16,1,1,1,0,4.85202980041504,8,0,4.17438697814941
"673",65,38,152.5,92,16,16,2,0,1,0,4.52178907394409,5.75,0,4.17438697814941
"674",27.5,38,152.5,115,13,13,1,0,1,0,4.74493217468262,7.1875,0,3.31418609619141
"675",27.5,38,152.5,105,16,17,1,0,1,0,4.65396022796631,6.5625,0,3.31418609619141
"676",65,38,152.5,141,16,12,1,1,1,0,4.94876003265381,8.8125,0,4.17438697814941
"677",14.5,38,152.5,104,12,12,1,1,1,0,4.64439105987549,6.5,0,2.67414903640747
"678",22.5,38,152.5,156,14,12,3,1,1,0,5.04985618591309,9.75,0,3.11351490020752
"679",10.5,38,152.5,131,16,12,4,0,1,0,4.87519693374634,8.1875,0,2.35137510299683
"680",15.5,38,152.5,117,12,12,1,1,1,0,4.76217412948608,7.3125,0,2.74083995819092
"681",32.5,38,152.5,141,12,12,2,0,1,0,4.94876003265381,8.8125,0,3.48124003410339
"682",32.5,38,152.5,138,12,10,2,0,1,0,4.92725419998169,8.625,0,3.48124003410339
"683",4.5,38,152.5,136,NA,12,1,0,1,0,4.91265487670898,8.5,0,1.50407695770264
"684",6.5,38,152.5,149,NA,13,2,0,0,0,5.00394582748413,9.3125,0,1.87180197238922
"685",8.5,38,152.5,144,12,12,1,0,1,0,4.96981287002563,9,0,2.14006590843201
"686",32.5,38,152.5,123,18,18,1,0,1,0,4.81218385696411,7.6875,0,3.48124003410339
"687",32.5,38,152.5,114,16,16,1,1,1,0,4.73619794845581,7.125,0,3.48124003410339
"688",32.5,38,152.5,100,NA,12,1,1,1,0,4.60516977310181,6.25,0,3.48124003410339
"689",47.5,38,152.5,127,12,12,1,1,1,0,4.84418678283691,7.9375,0,3.86072993278503
"690",17.5,38,152.5,92,12,12,1,0,1,20,4.52178907394409,5.75,1,2.86220097541809
"691",37.5,38,152.5,138,16,17,2,0,1,0,4.92725419998169,8.625,0,3.62434101104736
"692",27.5,38,152.5,139,15,16,1,1,1,0,4.93447399139404,8.6875,0,3.31418609619141
"693",7.5,38,152.5,124,16,16,1,1,1,0,4.82028198242188,7.75,0,2.01490306854248
"694",10.5,13,118.900001525879,132,10,11,1,1,1,0,4.88280200958252,8.25,0,2.35137510299683
"695",22.5,13,118.900001525879,151,14,13,2,0,1,0,5.01728010177612,9.4375,0,3.11351490020752
"696",27.5,13,118.900001525879,126,12,16,2,1,1,0,4.83628177642822,7.875,0,3.31418609619141
"697",32.5,13,118.900001525879,95,17,18,1,0,1,5,4.55387687683105,5.9375,0.25,3.48124003410339
"698",37.5,13,118.900001525879,115,12,16,1,0,1,0,4.74493217468262,7.1875,0,3.62434101104736
"699",4.5,13,118.900001525879,109,NA,12,1,1,0,0,4.6913480758667,6.8125,0,1.50407695770264
"700",2.5,13,118.900001525879,86,NA,11,1,0,0,0,4.45434713363647,5.375,0,0.916290819644928
"701",47.5,13,118.900001525879,128,12,9,2,0,1,0,4.85202980041504,8,0,3.86072993278503
"702",22.5,13,118.900001525879,94,12,10,1,1,1,10,4.54329490661621,5.875,0.5,3.11351490020752
"703",1.5,13,118.900001525879,144,NA,12,1,0,0,0,4.96981287002563,9,0,0.405465096235275
"704",22.5,13,118.900001525879,92,18,16,1,0,0,0,4.52178907394409,5.75,0,3.11351490020752
"705",27.5,13,118.900001525879,117,12,12,1,0,1,0,4.76217412948608,7.3125,0,3.31418609619141
"706",65,13,118.900001525879,130,12,11,1,1,1,0,4.86753511428833,8.125,0,4.17438697814941
"707",42.5,13,118.900001525879,82,13,14,3,0,1,0,4.40671920776367,5.125,0,3.74950408935547
"708",12.5,13,118.900001525879,121,12,12,2,1,1,0,4.7957911491394,7.5625,0,2.52572894096375
"709",47.5,13,118.900001525879,98,12,14,1,1,1,0,4.58496809005737,6.125,0,3.86072993278503
"710",32.5,13,118.900001525879,137,16,14,1,1,1,20,4.91998100280762,8.5625,1,3.48124003410339
"711",37.5,13,118.900001525879,114,16,16,1,0,1,15,4.73619794845581,7.125,0.75,3.62434101104736
"712",42.5,13,118.900001525879,121,12,16,2,1,1,0,4.7957911491394,7.5625,0,3.74950408935547
"713",22.5,13,118.900001525879,124,14,12,2,1,1,0,4.82028198242188,7.75,0,3.11351490020752
"714",17.5,16,123,119,16,14,1,0,1,0,4.77912282943726,7.4375,0,2.86220097541809
"715",32.5,16,123,151,18,18,3,1,1,0,5.01728010177612,9.4375,0,3.48124003410339
"716",22.5,16,123,144,12,12,1,0,1,0,4.96981287002563,9,0,3.11351490020752
"717",18.5,16,123,124,12,12,5,0,1,0,4.82028198242188,7.75,0,2.91777110099792
"718",32.5,16,123,100,12,12,2,0,1,7,4.60516977310181,6.25,0.349999994039536,3.48124003410339
"719",27.5,16,123,160,14,16,3,0,1,0,5.07517385482788,10,0,3.31418609619141
"720",3.5,16,123,109,10,12,2,1,1,0,4.6913480758667,6.8125,0,1.25276303291321
"721",15.5,16,123,138,12,14,3,1,1,0,4.92725419998169,8.625,0,2.74083995819092
"722",65,16,123,122,18,18,3,1,1,0,4.80402088165283,7.625,0,4.17438697814941
"723",37.5,16,123,109,12,16,4,0,1,0,4.6913480758667,6.8125,0,3.62434101104736
"724",32.5,16,123,139,16,18,1,1,1,0,4.93447399139404,8.6875,0,3.48124003410339
"725",9.5,16,123,125,12,12,2,1,1,0,4.82831382751465,7.8125,0,2.25129199028015
"726",22.5,20,145.600006103516,118,12,6,3,1,1,15,4.77068519592285,7.375,0.75,3.11351490020752
"727",42.5,20,145.600006103516,114,12,17,1,1,1,0,4.73619794845581,7.125,0,3.74950408935547
"728",65,20,145.600006103516,152,7,13,3,1,0,0,5.02388000488281,9.5,0,4.17438697814941
"729",37.5,20,145.600006103516,114,16,13,2,0,1,1,4.73619794845581,7.125,0.0500000007450581,3.62434101104736
"730",22.5,20,145.600006103516,119,16,16,1,1,0,0,4.77912282943726,7.4375,0,3.11351490020752
"731",15.5,20,145.600006103516,149,12,12,1,1,0,0,5.00394582748413,9.3125,0,2.74083995819092
"732",42.5,27,139.5,126,13,12,1,0,1,15,4.83628177642822,7.875,0.75,3.74950408935547
"733",14.5,27,139.5,114,13,11,1,1,1,0,4.73619794845581,7.125,0,2.67414903640747
"734",37.5,27,139.5,126,18,16,2,1,1,0,4.83628177642822,7.875,0,3.62434101104736
"735",22.5,27,139.5,115,NA,12,1,1,1,0,4.74493217468262,7.1875,0,3.11351490020752
"736",65,27,139.5,123,12,16,1,1,1,0,4.81218385696411,7.6875,0,4.17438697814941
"737",47.5,27,139.5,160,17,12,1,1,1,0,5.07517385482788,10,0,3.86072993278503
"738",10.5,27,139.5,58,12,11,1,1,1,0,4.06044292449951,3.625,0,2.35137510299683
"739",65,27,139.5,108,18,17,1,0,1,0,4.68213081359863,6.75,0,4.17438697814941
"740",27.5,27,139.5,113,12,12,2,1,1,0,4.72738790512085,7.0625,0,3.31418609619141
"741",65,27,139.5,140,18,18,2,1,1,0,4.94164180755615,8.75,0,4.17438697814941
"742",27.5,27,139.5,118,12,16,2,1,1,0,4.77068519592285,7.375,0,3.31418609619141
"743",65,27,139.5,111,16,12,1,1,1,0,4.70952987670898,6.9375,0,4.17438697814941
"744",16.5,27,139.5,88,12,12,1,1,1,5,4.47733688354492,5.5,0.25,2.80335998535156
"745",65,27,139.5,133,14,13,1,0,1,10,4.8903489112854,8.3125,0.5,4.17438697814941
"746",42.5,27,139.5,106,16,18,1,0,1,0,4.66343879699707,6.625,0,3.74950408935547
"747",12.5,27,139.5,137,16,12,1,1,0,0,4.91998100280762,8.5625,0,2.52572894096375
"748",11.5,27,139.5,129,15,16,1,1,0,0,4.85981178283691,8.0625,0,2.44234704971313
"749",37.5,27,139.5,132,12,12,3,1,0,0,4.88280200958252,8.25,0,3.62434101104736
"750",65,27,139.5,112,13,12,1,1,1,12,4.71849918365479,7,0.600000023841858,4.17438697814941
"751",32.5,27,139.5,122,12,10,2,1,1,0,4.80402088165283,7.625,0,3.48124003410339
"752",65,27,139.5,76,16,16,1,0,1,0,4.33073282241821,4.75,0,4.17438697814941
"753",65,27,139.5,122,18,14,4,0,1,10,4.80402088165283,7.625,0.5,4.17438697814941
"754",65,27,139.5,159,18,16,2,0,1,0,5.06890392303467,9.9375,0,4.17438697814941
"755",65,27,139.5,116,15,16,1,1,1,0,4.75359010696411,7.25,0,4.17438697814941
"756",22.5,27,139.5,104,12,13,1,0,1,20,4.64439105987549,6.5,1,3.11351490020752
"757",65,27,139.5,116,16,14,1,0,1,0,4.75359010696411,7.25,0,4.17438697814941
"758",47.5,27,139.5,115,12,11,3,0,1,10,4.74493217468262,7.1875,0.5,3.86072993278503
"759",27.5,27,139.5,159,12,12,1,1,1,10,5.06890392303467,9.9375,0.5,3.31418609619141
"760",65,27,139.5,145,16,16,1,0,1,0,4.97673416137695,9.0625,0,4.17438697814941
"761",65,27,139.5,121,14,16,2,0,1,0,4.7957911491394,7.5625,0,4.17438697814941
"762",32.5,27,139.5,112,NA,16,1,1,1,0,4.71849918365479,7,0,3.48124003410339
"763",22.5,27,139.5,107,13,12,1,0,1,0,4.67282915115356,6.6875,0,3.11351490020752
"764",65,27,139.5,133,12,17,1,0,1,0,4.8903489112854,8.3125,0,4.17438697814941
"765",65,27,139.5,136,12,12,2,1,1,0,4.91265487670898,8.5,0,4.17438697814941
"766",6.5,27,139.5,148,NA,12,1,0,1,0,4.99721193313599,9.25,0,1.87180197238922
"767",65,27,139.5,133,12,14,2,1,1,0,4.8903489112854,8.3125,0,4.17438697814941
"768",37.5,27,139.5,108,13,12,1,1,1,4,4.68213081359863,6.75,0.200000002980232,3.62434101104736
"769",65,27,139.5,91,16,16,2,1,1,0,4.51085901260376,5.6875,0,4.17438697814941
"770",32.5,27,139.5,94,12,12,2,1,1,0,4.54329490661621,5.875,0,3.48124003410339
"771",27.5,15,127.199996948242,123,12,12,1,0,1,0,4.81218385696411,7.6875,0,3.31418609619141
"772",65,15,127.199996948242,129,18,16,2,0,1,0,4.85981178283691,8.0625,0,4.17438697814941
"773",27.5,15,127.199996948242,108,14,14,1,1,1,0,4.68213081359863,6.75,0,3.31418609619141
"774",22.5,15,127.199996948242,144,12,16,2,1,0,0,4.96981287002563,9,0,3.11351490020752
"775",22.5,15,127.199996948242,132,14,12,1,0,0,0,4.88280200958252,8.25,0,3.11351490020752
"776",13.5,15,127.199996948242,130,14,12,1,1,0,0,4.86753511428833,8.125,0,2.60268998146057
"777",22.5,21,136.699996948242,105,NA,13,1,0,0,0,4.65396022796631,6.5625,0,3.11351490020752
"778",32.5,21,136.699996948242,90,12,10,1,1,1,0,4.49981021881104,5.625,0,3.48124003410339
"779",12.5,21,136.699996948242,154,NA,12,5,1,0,0,5.03695201873779,9.625,0,2.52572894096375
"780",6.5,21,136.699996948242,103,NA,12,1,1,0,4,4.63472890853882,6.4375,0.200000002980232,1.87180197238922
"781",22.5,21,136.699996948242,87,12,12,1,1,1,15,4.46590805053711,5.4375,0.75,3.11351490020752
"782",42.5,21,136.699996948242,133,12,14,2,0,1,0,4.8903489112854,8.3125,0,3.74950408935547
"783",42.5,21,136.699996948242,117,12,13,2,1,1,0,4.76217412948608,7.3125,0,3.74950408935547
"784",65,21,136.699996948242,152,16,14,1,1,1,0,5.02388000488281,9.5,0,4.17438697814941
"785",27.5,21,136.699996948242,119,16,12,3,0,1,0,4.77912282943726,7.4375,0,3.31418609619141
"786",22.5,21,136.699996948242,108,15,14,2,0,0,0,4.68213081359863,6.75,0,3.11351490020752
"787",65,21,136.699996948242,114,18,16,1,0,1,0,4.73619794845581,7.125,0,4.17438697814941
"788",37.5,21,136.699996948242,89,12,14,1,0,1,3,4.4886360168457,5.5625,0.150000005960464,3.62434101104736
"789",65,21,136.699996948242,132,12,12,3,0,1,0,4.88280200958252,8.25,0,4.17438697814941
"790",32.5,21,136.699996948242,130,12,12,1,1,1,0,4.86753511428833,8.125,0,3.48124003410339
"791",65,21,136.699996948242,124,16,16,2,1,0,0,4.82028198242188,7.75,0,4.17438697814941
"792",65,21,136.699996948242,107,18,18,1,0,1,0,4.67282915115356,6.6875,0,4.17438697814941
"793",22.5,21,136.699996948242,125,12,14,1,1,1,0,4.82831382751465,7.8125,0,3.11351490020752
"794",22.5,21,136.699996948242,117,15,15,1,0,1,0,4.76217412948608,7.3125,0,3.11351490020752
"795",17.5,21,136.699996948242,117,11,14,1,1,0,0,4.76217412948608,7.3125,0,2.86220097541809
"796",19.5,21,136.699996948242,125,12,14,3,0,1,0,4.82831382751465,7.8125,0,2.97041392326355
"797",27.5,21,136.699996948242,106,12,14,2,1,1,0,4.66343879699707,6.625,0,3.31418609619141
"798",47.5,21,136.699996948242,130,13,13,2,1,1,10,4.86753511428833,8.125,0.5,3.86072993278503
"799",47.5,21,136.699996948242,129,12,14,1,1,1,0,4.85981178283691,8.0625,0,3.86072993278503
"800",22.5,21,136.699996948242,144,NA,16,1,1,1,0,4.96981287002563,9,0,3.11351490020752
"801",9.5,21,136.699996948242,104,8,12,1,0,0,0,4.64439105987549,6.5,0,2.25129199028015
"802",42.5,21,136.699996948242,110,12,16,3,0,1,0,4.70047998428345,6.875,0,3.74950408935547
"803",10.5,21,136.699996948242,113,9,12,2,0,1,10,4.72738790512085,7.0625,0.5,2.35137510299683
"804",65,21,136.699996948242,93,15,18,1,0,1,0,4.53259897232056,5.8125,0,4.17438697814941
"805",47.5,21,136.699996948242,106,15,18,2,0,1,0,4.66343879699707,6.625,0,3.86072993278503
"806",42.5,21,136.699996948242,113,18,12,3,1,1,0,4.72738790512085,7.0625,0,3.74950408935547
"807",22.5,21,136.699996948242,120,NA,12,1,1,0,20,4.78749179840088,7.5,1,3.11351490020752
"808",27.5,21,136.699996948242,116,16,15,1,1,1,0,4.75359010696411,7.25,0,3.31418609619141
"809",65,21,136.699996948242,129,18,16,2,0,1,0,4.85981178283691,8.0625,0,4.17438697814941
